Employee_ID,Employee_Name,Department,Role,Date,Status,Check_In,Check_Out,Late,Overtime_Hours,Salary,Work_Location,Productivity_Score,Engagement_Score,Pending_Tasks
E038,Employee_38,Operations,Manager,2025-06-05,Absent,,,0,0.0,2224.24,Work from Home,0.46,0.47,5
E015,Employee_15,IT,Staff,2025-12-04,Present,10:39:00,18:32:00,0,2.28,4485.92,Office,0.24,0.05,6
E033,Employee_33,HR,Intern,2025-09-24,Present,09:00:00,17:36:00,0,0.3,4630.75,Work from Home,0.13,0.46,9
E036,Employee_36,HR,Team Lead,2025-08-07,Present,10:22:00,17:11:00,0,0.77,3509.31,Office,0.42,0.9,5
E011,Employee_11,Operations,Staff,2025-09-21,Present,10:26:00,17:25:00,0,2.33,1439.71,Work from Home,0.31,0.93,2
E043,Employee_43,IT,Manager,2025-02-04,Present,09:41:00,17:50:00,0,0.41,1185.69,Work from Home,0.58,0.72,4
E049,Employee_49,Operations,Intern,2025-04-09,Present,10:31:00,18:45:00,0,0.91,1359.46,Office,0.57,0.27,9
E010,Employee_10,Finance,Staff,2025-08-09,Present,09:32:00,18:59:00,0,1.67,1061.39,Work from Home,0.05,0.19,7
E044,Employee_44,Sales,Intern,2025-04-23,Present,10:59:00,17:07:00,0,1.78,4120.47,Office,0.63,0.84,8
E046,Employee_46,Sales,Manager,2025-12-03,Present,10:36:00,18:38:00,0,1.1,2713.17,Office,0.81,0.49,7
E001,Employee_1,Sales,Staff,2025-11-30,Present,10:28:00,17:06:00,0,1.39,2527.91,Work from Home,0.22,0.7,6
E031,Employee_31,Finance,Intern,2025-04-06,Absent,,,0,0.0,2057.64,Office,0.54,0.25,5
E023,Employee_23,Sales,Manager,2025-05-20,Present,10:12:00,18:58:00,0,2.35,4937.74,Work from Home,0.35,0.18,3
E044,Employee_44,Finance,Staff,2025-02-24,Present,09:26:00,17:45:00,0,0.9,2607.94,Work from Home,0.98,0.92,4
E043,Employee_43,Finance,Intern,2025-02-07,Present,09:34:00,17:06:00,0,0.39,4327.6,Office,0.25,0.86,3
E011,Employee_11,Operations,Team Lead,2025-08-21,Present,09:06:00,17:15:00,0,0.85,3176.81,Office,0.63,0.14,7
E048,Employee_48,Finance,Manager,2025-10-02,Present,09:44:00,18:30:00,0,2.62,2755.0,Office,0.81,0.99,4
E015,Employee_15,HR,Staff,2025-09-29,Present,10:13:00,17:52:00,0,1.79,3366.62,Work from Home,0.41,0.96,8
E047,Employee_47,Sales,Manager,2025-01-06,Absent,,,0,0.0,3974.15,Work from Home,0.63,0.78,8
E039,Employee_39,Finance,Manager,2025-02-14,Present,09:01:00,17:37:00,0,2.67,3543.02,Work from Home,0.14,0.91,5
E017,Employee_17,Operations,Manager,2025-10-17,Present,10:55:00,17:17:00,0,0.21,2940.93,Office,0.78,0.83,9
E018,Employee_18,HR,Manager,2025-12-11,Present,10:34:00,17:18:00,0,1.6,4271.57,Office,0.88,0.21,5
E016,Employee_16,Finance,Manager,2025-10-26,Present,10:15:00,17:28:00,0,0.82,2166.67,Work from Home,0.97,0.31,1
E036,Employee_36,Finance,Team Lead,2025-10-01,Present,10:08:00,17:37:00,0,2.92,1764.19,Office,0.93,0.51,2
E049,Employee_49,Sales,Staff,2025-12-24,Present,09:24:00,18:06:00,0,3.0,4250.42,Office,0.72,0.88,2
E003,Employee_3,Operations,Intern,2025-10-24,Present,10:44:00,17:36:00,0,0.56,4863.98,Office,0.32,0.86,3
E005,Employee_5,Operations,Staff,2025-10-26,Present,10:08:00,18:02:00,0,1.47,4991.73,Office,0.48,0.2,3
E029,Employee_29,IT,Manager,2025-12-17,Absent,,,0,0.0,1977.06,Work from Home,0.37,0.17,7
E009,Employee_9,Finance,Manager,2025-10-18,Leave,,,0,0.0,4242.16,Work from Home,0.26,0.41,1
E004,Employee_4,Sales,Manager,2025-06-20,Present,10:48:00,17:13:00,0,0.75,1907.75,Office,0.08,0.71,3
E028,Employee_28,HR,Staff,2025-10-20,Present,09:15:00,18:40:00,0,0.23,4992.46,Office,0.28,0.2,2
E033,Employee_33,Sales,Team Lead,2025-06-07,Present,10:00:00,18:33:00,0,2.74,3811.46,Office,0.72,0.4,7
E042,Employee_42,Operations,Manager,2025-05-29,Present,09:24:00,17:17:00,0,2.97,1095.78,Office,0.96,0.15,6
E039,Employee_39,Finance,Team Lead,2025-11-06,Present,10:33:00,18:20:00,0,0.53,4477.75,Office,0.3,0.02,3
E002,Employee_2,IT,Manager,2025-01-25,Present,10:55:00,18:25:00,0,2.73,2202.84,Work from Home,0.91,0.57,1
E017,Employee_17,Sales,Manager,2025-04-09,Present,10:04:00,17:35:00,0,1.53,4831.7,Work from Home,0.12,0.99,7
E049,Employee_49,Sales,Intern,2025-05-07,Absent,,,0,0.0,1092.07,Work from Home,0.95,0.19,4
E035,Employee_35,IT,Intern,2025-04-06,Present,10:07:00,17:43:00,0,0.06,2664.46,Work from Home,0.63,0.16,6
E013,Employee_13,Operations,Staff,2025-05-03,Leave,,,0,0.0,1891.12,Work from Home,0.49,0.03,4
E004,Employee_4,Sales,Team Lead,2025-09-03,Present,10:38:00,17:39:00,0,1.81,4708.4,Office,0.88,0.99,6
E012,Employee_12,IT,Manager,2025-04-09,Present,10:06:00,18:35:00,0,0.35,4000.55,Office,0.53,0.18,8
E004,Employee_4,Finance,Team Lead,2025-02-08,Absent,,,0,0.0,1264.85,Office,0.23,0.87,4
E040,Employee_40,Sales,Manager,2025-09-26,Leave,,,0,0.0,4461.01,Work from Home,0.07,0.57,3
E023,Employee_23,IT,Intern,2025-04-18,Absent,,,0,0.0,4083.04,Office,0.63,0.09,8
E013,Employee_13,Sales,Manager,2025-01-02,Present,09:21:00,17:27:00,0,1.24,2333.04,Work from Home,0.33,0.91,7
E049,Employee_49,Sales,Team Lead,2025-11-02,Present,09:29:00,18:29:00,0,0.31,1992.59,Office,0.14,0.34,4
E040,Employee_40,HR,Manager,2025-10-11,Present,10:00:00,17:34:00,0,0.14,1127.74,Work from Home,0.7,0.61,3
E021,Employee_21,IT,Staff,2025-08-08,Absent,,,0,0.0,4223.64,Office,0.05,0.88,9
E047,Employee_47,HR,Manager,2025-03-27,Present,10:49:00,17:21:00,0,0.12,4782.8,Office,0.4,0.98,2
E044,Employee_44,Finance,Team Lead,2025-11-10,Present,10:43:00,17:22:00,0,0.97,3886.5,Work from Home,0.77,0.41,7
E012,Employee_12,HR,Intern,2025-05-08,Present,10:19:00,18:03:00,0,0.34,4908.57,Office,0.08,0.4,0
E044,Employee_44,IT,Intern,2025-06-27,Absent,,,0,0.0,2926.38,Office,0.4,0.91,8
E029,Employee_29,Operations,Staff,2025-03-24,Present,10:37:00,18:22:00,0,0.35,3061.68,Work from Home,0.58,0.7,4
E008,Employee_8,Sales,Intern,2025-11-10,Present,10:43:00,18:14:00,0,0.24,4385.01,Work from Home,0.26,0.23,6
E046,Employee_46,Sales,Manager,2025-01-18,Absent,,,0,0.0,1722.8,Work from Home,0.91,0.7,1
E020,Employee_20,IT,Staff,2025-12-24,Present,10:45:00,18:26:00,0,0.62,3704.04,Work from Home,0.43,0.94,1
E022,Employee_22,Sales,Manager,2025-11-06,Present,09:36:00,18:04:00,0,1.33,4369.6,Office,0.39,0.89,2
E004,Employee_4,IT,Intern,2025-03-11,Present,10:54:00,18:11:00,0,2.74,2222.72,Work from Home,0.07,0.07,8
E024,Employee_24,HR,Staff,2025-11-13,Present,10:38:00,18:16:00,0,0.12,3011.37,Office,0.45,0.33,2
E016,Employee_16,IT,Manager,2025-03-29,Absent,,,0,0.0,2138.05,Office,0.55,0.28,3
E020,Employee_20,HR,Staff,2025-06-09,Leave,,,0,0.0,3314.37,Office,0.82,0.6,6
E040,Employee_40,Sales,Team Lead,2025-03-26,Present,09:21:00,17:21:00,0,1.72,2754.18,Office,1.0,0.37,5
E006,Employee_6,HR,Team Lead,2025-11-21,Present,09:44:00,18:54:00,0,2.93,2796.22,Work from Home,0.29,0.37,0
E029,Employee_29,IT,Manager,2025-01-05,Present,10:18:00,17:34:00,0,2.41,2193.37,Work from Home,0.82,0.21,8
E013,Employee_13,Sales,Staff,2025-12-23,Present,10:55:00,18:12:00,0,2.91,4371.09,Office,0.06,0.39,7
E046,Employee_46,Operations,Team Lead,2025-09-21,Absent,,,0,0.0,3246.78,Office,0.34,0.15,8
E030,Employee_30,Operations,Team Lead,2025-10-10,Leave,,,0,0.0,1705.35,Work from Home,0.46,0.51,2
E023,Employee_23,Operations,Staff,2025-03-05,Present,09:04:00,18:19:00,0,2.75,2995.99,Work from Home,0.81,0.3,4
E043,Employee_43,Sales,Manager,2025-07-15,Present,10:58:00,18:47:00,0,0.72,2209.17,Work from Home,0.58,0.72,8
E041,Employee_41,Sales,Staff,2025-06-26,Absent,,,0,0.0,3807.78,Work from Home,0.77,0.53,1
E033,Employee_33,HR,Intern,2025-07-04,Absent,,,0,0.0,3540.59,Work from Home,0.57,0.02,6
E013,Employee_13,Sales,Team Lead,2025-01-22,Present,10:43:00,18:57:00,0,0.82,3834.94,Work from Home,0.88,0.7,8
E027,Employee_27,Operations,Staff,2025-11-10,Present,09:33:00,17:55:00,0,1.2,3098.95,Office,0.81,0.66,3
E027,Employee_27,Sales,Intern,2025-10-20,Present,09:37:00,17:26:00,0,2.6,3039.44,Office,0.45,0.84,5
E019,Employee_19,Sales,Team Lead,2025-04-10,Present,10:41:00,17:38:00,1,1.51,3229.95,Office,0.24,0.3,1
E032,Employee_32,HR,Team Lead,2025-02-05,Present,09:01:00,18:22:00,1,2.12,3018.97,Work from Home,0.93,0.75,5
E034,Employee_34,Sales,Team Lead,2025-06-16,Present,09:30:00,17:57:00,0,1.6,2534.11,Work from Home,0.4,0.81,8
E032,Employee_32,IT,Intern,2025-08-12,Present,10:21:00,17:46:00,0,0.41,4832.38,Work from Home,0.75,0.55,3
E024,Employee_24,HR,Team Lead,2025-02-04,Present,09:43:00,18:42:00,0,1.11,3351.52,Work from Home,0.08,0.25,7
E039,Employee_39,Finance,Staff,2025-10-06,Present,10:46:00,18:02:00,0,1.01,4793.16,Work from Home,0.36,0.82,4
E025,Employee_25,IT,Team Lead,2025-02-07,Present,09:56:00,18:36:00,0,2.92,1133.12,Office,0.36,0.47,8
E022,Employee_22,HR,Manager,2025-03-15,Present,09:07:00,17:02:00,0,0.4,2876.5,Office,0.39,0.39,4
E012,Employee_12,HR,Staff,2025-08-26,Present,09:59:00,18:48:00,0,0.77,1184.28,Work from Home,0.7,0.76,2
E039,Employee_39,Operations,Manager,2025-01-10,Present,10:46:00,17:58:00,1,0.43,3634.78,Office,0.72,0.81,2
E047,Employee_47,Operations,Manager,2025-09-24,Present,10:20:00,18:36:00,1,0.86,1247.77,Office,0.85,0.55,0
E012,Employee_12,Sales,Team Lead,2025-03-15,Absent,,,0,0.0,2532.8,Work from Home,0.76,0.61,7
E031,Employee_31,Operations,Staff,2025-09-29,Absent,,,0,0.0,3792.41,Work from Home,0.06,0.46,0
E012,Employee_12,Finance,Intern,2025-09-19,Present,09:36:00,18:48:00,0,0.24,4116.16,Office,0.93,0.92,0
E036,Employee_36,IT,Staff,2025-08-19,Present,09:33:00,18:33:00,0,0.39,3992.4,Office,0.96,0.76,7
E050,Employee_50,Finance,Staff,2025-03-09,Present,10:15:00,18:02:00,0,2.17,2058.15,Work from Home,0.1,0.76,8
E006,Employee_6,Operations,Manager,2025-01-07,Absent,,,0,0.0,4656.48,Office,0.69,0.82,1
E009,Employee_9,Operations,Team Lead,2025-07-09,Absent,,,0,0.0,4471.2,Office,0.57,0.71,1
E046,Employee_46,Sales,Staff,2025-04-19,Present,10:40:00,18:45:00,0,2.8,2360.38,Office,0.48,0.1,5
E026,Employee_26,IT,Intern,2025-04-08,Present,10:26:00,18:25:00,1,0.38,2803.5,Office,0.58,0.29,7
E003,Employee_3,HR,Team Lead,2025-04-14,Absent,,,0,0.0,3896.35,Office,0.39,0.84,2
E012,Employee_12,Finance,Manager,2025-08-10,Present,10:12:00,18:25:00,0,0.01,4373.77,Work from Home,0.96,0.82,0
E025,Employee_25,HR,Team Lead,2025-11-12,Present,09:48:00,17:05:00,0,0.2,4526.14,Office,0.87,0.97,4
E035,Employee_35,IT,Manager,2025-12-08,Present,10:57:00,17:47:00,0,2.59,1966.34,Work from Home,0.83,0.15,8
E010,Employee_10,Sales,Intern,2025-09-19,Present,09:36:00,17:28:00,0,2.94,1366.67,Office,0.88,0.65,2
E012,Employee_12,HR,Staff,2025-09-30,Present,10:09:00,17:21:00,0,0.52,3963.14,Work from Home,0.66,0.57,7
E005,Employee_5,Finance,Staff,2025-03-12,Absent,,,0,0.0,2007.17,Work from Home,0.49,0.88,5
E036,Employee_36,Finance,Intern,2025-07-18,Present,10:09:00,18:05:00,0,0.01,2416.21,Office,0.14,0.08,4
E007,Employee_7,HR,Manager,2025-09-16,Present,10:08:00,18:03:00,0,2.92,4036.6,Work from Home,0.79,0.88,3
E014,Employee_14,Finance,Intern,2025-06-01,Present,09:57:00,18:58:00,0,1.96,4409.27,Work from Home,0.09,0.28,0
E040,Employee_40,Finance,Intern,2025-12-08,Present,10:33:00,17:46:00,0,2.75,2434.97,Office,0.78,0.06,7
E022,Employee_22,HR,Staff,2025-07-01,Leave,,,0,0.0,2269.66,Office,0.03,0.27,0
E024,Employee_24,IT,Staff,2025-02-13,Present,09:45:00,17:46:00,0,2.75,3767.97,Work from Home,0.38,0.98,3
E031,Employee_31,IT,Intern,2025-03-16,Present,09:04:00,18:03:00,0,2.64,3764.72,Work from Home,0.45,0.87,9
E014,Employee_14,Operations,Staff,2025-08-28,Present,09:51:00,17:21:00,0,0.13,2237.27,Work from Home,0.22,0.72,9
E043,Employee_43,Operations,Manager,2025-03-03,Absent,,,0,0.0,2477.27,Office,0.64,0.41,4
E045,Employee_45,Finance,Intern,2025-12-10,Present,09:44:00,17:28:00,0,1.21,4967.22,Work from Home,0.67,0.49,0
E011,Employee_11,Sales,Manager,2025-08-20,Present,10:14:00,18:59:00,0,1.01,4956.06,Work from Home,0.11,0.81,5
E037,Employee_37,HR,Manager,2025-07-22,Present,09:23:00,17:27:00,0,1.78,1417.64,Office,0.37,0.23,5
E010,Employee_10,IT,Team Lead,2025-08-04,Present,09:49:00,18:18:00,0,1.92,4233.25,Office,0.78,0.0,2
E049,Employee_49,Sales,Manager,2025-03-16,Present,09:28:00,17:21:00,0,2.45,3566.46,Office,0.02,0.09,6
E032,Employee_32,Operations,Staff,2025-09-02,Present,10:24:00,18:33:00,0,0.45,1179.09,Work from Home,0.4,0.68,1
E043,Employee_43,HR,Staff,2025-03-31,Present,10:39:00,17:29:00,0,2.86,4754.33,Office,0.63,0.69,1
E004,Employee_4,Finance,Staff,2025-04-23,Present,10:11:00,18:16:00,0,2.79,1509.79,Work from Home,0.37,0.92,6
E047,Employee_47,HR,Manager,2025-08-12,Present,10:25:00,17:43:00,0,0.42,1780.92,Office,0.05,0.51,5
E044,Employee_44,Operations,Team Lead,2025-02-21,Present,09:39:00,17:59:00,1,0.98,2808.19,Work from Home,0.41,0.31,5
E019,Employee_19,Operations,Team Lead,2025-08-29,Present,10:06:00,18:10:00,0,2.99,4999.74,Work from Home,0.48,0.83,6
E023,Employee_23,Sales,Manager,2025-10-30,Present,09:28:00,18:50:00,0,2.27,4371.39,Office,0.48,0.19,9
E049,Employee_49,HR,Staff,2025-10-15,Absent,,,0,0.0,4899.01,Work from Home,0.55,0.4,9
E022,Employee_22,Sales,Intern,2025-08-23,Leave,,,0,0.0,2289.84,Office,0.56,0.66,5
E021,Employee_21,IT,Manager,2025-07-14,Present,10:11:00,17:13:00,0,0.28,3902.99,Office,0.93,0.31,7
E036,Employee_36,HR,Staff,2025-05-08,Present,09:18:00,17:30:00,0,2.3,4900.29,Office,0.53,0.19,0
E036,Employee_36,IT,Team Lead,2025-07-09,Absent,,,0,0.0,1689.82,Office,0.36,0.25,2
E040,Employee_40,Operations,Staff,2025-04-22,Present,09:14:00,18:27:00,0,2.58,1317.38,Office,0.77,0.55,8
E013,Employee_13,HR,Manager,2025-12-11,Present,09:01:00,17:33:00,0,1.78,4338.52,Work from Home,0.1,0.61,7
E028,Employee_28,IT,Manager,2025-02-12,Present,09:55:00,17:19:00,0,2.08,4674.11,Work from Home,0.1,0.66,6
E025,Employee_25,Operations,Team Lead,2025-10-22,Present,10:57:00,18:42:00,0,2.67,2700.31,Work from Home,0.1,0.75,2
E032,Employee_32,Operations,Intern,2025-01-14,Present,09:59:00,18:03:00,0,1.96,2315.1,Office,0.55,0.29,1
E032,Employee_32,HR,Team Lead,2025-05-18,Present,09:45:00,17:06:00,0,0.37,4208.95,Work from Home,0.99,0.79,2
E042,Employee_42,Finance,Manager,2025-02-08,Leave,,,0,0.0,2452.17,Office,0.5,0.88,6
E046,Employee_46,Sales,Manager,2025-08-03,Present,10:33:00,18:41:00,0,0.09,2432.19,Work from Home,0.86,0.91,0
E021,Employee_21,Operations,Intern,2025-04-18,Present,09:27:00,18:25:00,0,2.57,2367.1,Office,0.41,0.42,8
E022,Employee_22,Finance,Staff,2025-02-06,Present,10:57:00,17:47:00,0,0.59,1034.33,Office,0.68,0.69,6
E043,Employee_43,Sales,Team Lead,2025-05-24,Present,09:40:00,17:33:00,0,2.14,2318.26,Work from Home,0.62,0.84,5
E002,Employee_2,Sales,Manager,2025-08-01,Present,10:03:00,18:06:00,0,1.21,2113.8,Work from Home,1.0,0.28,1
E029,Employee_29,Finance,Intern,2025-03-04,Present,10:05:00,17:06:00,0,1.18,3375.05,Work from Home,0.19,0.15,6
E007,Employee_7,Sales,Intern,2025-09-19,Absent,,,0,0.0,4326.85,Office,0.68,0.15,1
E003,Employee_3,Sales,Team Lead,2025-12-24,Present,10:22:00,17:59:00,0,2.91,3566.1,Work from Home,0.65,0.27,2
E015,Employee_15,IT,Team Lead,2025-07-19,Absent,,,0,0.0,4950.35,Work from Home,0.09,0.78,6
E015,Employee_15,HR,Team Lead,2025-07-03,Present,09:04:00,18:37:00,0,0.43,2648.74,Work from Home,0.06,0.66,4
E050,Employee_50,HR,Team Lead,2025-08-03,Present,09:22:00,17:58:00,0,0.06,4469.92,Work from Home,0.58,0.85,0
E032,Employee_32,Finance,Team Lead,2025-12-28,Present,09:08:00,17:13:00,0,1.59,2401.32,Office,0.14,0.17,7
E021,Employee_21,Finance,Team Lead,2025-06-16,Present,09:45:00,17:25:00,0,1.77,1303.06,Office,0.53,0.58,3
E027,Employee_27,Sales,Manager,2025-09-02,Present,09:48:00,18:44:00,0,0.68,1260.83,Work from Home,0.23,0.62,6
E029,Employee_29,Finance,Team Lead,2025-10-19,Present,10:33:00,18:14:00,0,1.34,2326.58,Office,0.94,0.27,1
E031,Employee_31,HR,Staff,2025-08-02,Present,10:48:00,17:09:00,0,0.03,3041.82,Work from Home,0.38,0.7,0
E020,Employee_20,HR,Staff,2025-01-18,Present,09:17:00,17:22:00,0,0.28,3034.78,Office,0.35,0.35,1
E007,Employee_7,Sales,Manager,2025-11-19,Present,10:17:00,17:26:00,0,1.42,2700.52,Office,0.24,0.36,8
E035,Employee_35,IT,Team Lead,2025-03-18,Present,10:38:00,17:37:00,0,2.74,1094.41,Office,0.96,0.21,3
E036,Employee_36,Operations,Staff,2025-11-19,Present,10:26:00,18:05:00,0,1.72,3058.94,Work from Home,0.02,0.97,5
E009,Employee_9,Operations,Manager,2025-06-26,Present,10:36:00,18:35:00,1,0.47,2208.11,Office,0.12,0.01,6
E021,Employee_21,IT,Manager,2025-02-08,Present,09:02:00,18:54:00,0,0.04,2171.64,Office,0.81,0.68,6
E003,Employee_3,Operations,Staff,2025-08-26,Present,10:46:00,18:42:00,0,1.98,4930.91,Work from Home,0.07,0.48,4
E011,Employee_11,Sales,Staff,2025-03-27,Leave,,,0,0.0,1542.88,Work from Home,0.44,0.4,3
E046,Employee_46,Operations,Intern,2025-11-26,Present,09:59:00,17:18:00,0,1.43,4209.52,Work from Home,0.53,0.42,2
E025,Employee_25,Operations,Team Lead,2025-10-22,Present,10:03:00,18:52:00,0,1.84,2281.4,Office,0.97,0.65,6
E034,Employee_34,Finance,Intern,2025-04-17,Present,09:53:00,17:35:00,0,1.8,2291.52,Office,0.29,0.31,2
E031,Employee_31,HR,Manager,2025-10-10,Present,09:22:00,18:39:00,0,2.94,4044.29,Office,0.47,0.05,4
E040,Employee_40,Finance,Intern,2025-02-21,Absent,,,0,0.0,2952.26,Work from Home,0.4,0.75,8
E023,Employee_23,HR,Intern,2025-12-23,Absent,,,0,0.0,4691.18,Work from Home,0.28,0.86,6
E004,Employee_4,Sales,Team Lead,2025-03-02,Present,10:33:00,17:15:00,0,2.95,3555.44,Work from Home,0.61,0.49,5
E005,Employee_5,HR,Intern,2025-09-15,Present,09:37:00,17:33:00,0,1.31,3114.5,Work from Home,0.41,0.83,2
E038,Employee_38,Finance,Manager,2025-02-19,Present,10:35:00,18:03:00,0,1.57,2911.33,Office,0.58,0.07,4
E002,Employee_2,Finance,Team Lead,2025-03-11,Present,09:36:00,17:13:00,0,0.1,3567.97,Work from Home,0.6,0.42,3
E050,Employee_50,IT,Manager,2025-01-05,Absent,,,0,0.0,1207.39,Work from Home,0.47,0.58,5
E026,Employee_26,Operations,Staff,2025-04-20,Present,10:54:00,18:50:00,0,2.2,3738.53,Work from Home,0.15,0.7,3
E021,Employee_21,HR,Intern,2025-01-31,Present,09:15:00,17:44:00,0,2.76,1693.37,Work from Home,0.5,0.27,0
E032,Employee_32,IT,Team Lead,2025-10-04,Present,10:28:00,18:09:00,1,2.94,2130.76,Work from Home,0.38,0.34,9
E003,Employee_3,Finance,Manager,2025-06-11,Present,09:43:00,17:23:00,0,1.75,2054.51,Office,0.43,0.23,6
E017,Employee_17,HR,Staff,2025-06-27,Present,10:11:00,17:40:00,0,0.11,3250.58,Office,0.51,0.02,6
E009,Employee_9,IT,Manager,2025-02-17,Present,10:27:00,17:33:00,0,0.75,4533.22,Office,0.53,0.99,6
E031,Employee_31,IT,Manager,2025-06-02,Absent,,,0,0.0,3430.3,Office,0.13,0.06,7
E034,Employee_34,Operations,Team Lead,2025-05-12,Present,10:49:00,18:24:00,0,1.22,3524.05,Work from Home,0.65,0.89,3
E008,Employee_8,Operations,Manager,2025-04-03,Absent,,,0,0.0,3057.15,Work from Home,0.97,0.94,1
E047,Employee_47,Sales,Staff,2025-10-30,Present,10:04:00,18:50:00,0,1.66,2354.37,Office,0.28,0.92,9
E016,Employee_16,Operations,Intern,2025-08-27,Present,10:29:00,17:48:00,1,2.69,1973.32,Office,0.92,0.51,3
E001,Employee_1,Sales,Team Lead,2025-11-13,Present,10:55:00,17:05:00,1,2.13,3450.23,Work from Home,0.92,0.53,0
E042,Employee_42,Finance,Manager,2025-07-09,Present,09:40:00,17:46:00,0,0.55,4747.8,Office,0.86,0.2,8
E028,Employee_28,IT,Manager,2025-07-24,Present,09:25:00,18:26:00,0,1.94,1863.86,Work from Home,0.26,0.69,7
E022,Employee_22,Sales,Staff,2025-07-06,Present,09:56:00,17:37:00,0,2.57,2427.79,Work from Home,0.7,0.42,0
E050,Employee_50,Sales,Manager,2025-09-25,Present,09:51:00,18:44:00,1,1.79,2689.0,Work from Home,0.76,0.4,8
E023,Employee_23,Finance,Manager,2025-09-07,Present,10:02:00,18:54:00,0,0.44,1682.31,Office,0.62,0.45,3
E022,Employee_22,HR,Team Lead,2025-09-08,Present,10:49:00,17:12:00,0,2.77,3075.6,Office,0.57,0.7,1
E001,Employee_1,Operations,Team Lead,2025-12-17,Present,09:53:00,17:05:00,0,2.79,4100.64,Work from Home,0.13,0.92,5
E011,Employee_11,Finance,Team Lead,2025-02-03,Present,10:44:00,18:07:00,0,1.12,1084.44,Office,0.74,0.87,2
E003,Employee_3,Sales,Manager,2025-03-12,Present,10:15:00,17:17:00,0,2.17,3163.91,Work from Home,0.33,0.4,0
E015,Employee_15,Finance,Staff,2025-01-30,Present,10:47:00,17:58:00,1,2.4,2822.26,Work from Home,0.82,0.85,5
E027,Employee_27,Sales,Intern,2025-05-30,Present,10:54:00,18:46:00,0,1.0,2232.28,Office,0.31,0.09,9
E030,Employee_30,Operations,Manager,2025-03-09,Present,10:59:00,17:21:00,0,0.9,3937.57,Office,0.63,0.05,2
E005,Employee_5,Finance,Team Lead,2025-11-21,Present,10:48:00,17:24:00,0,2.38,2927.47,Office,0.96,0.37,3
E017,Employee_17,Operations,Staff,2025-08-06,Absent,,,0,0.0,1509.9,Work from Home,0.9,0.26,1
E001,Employee_1,Finance,Team Lead,2025-01-23,Present,09:27:00,17:10:00,0,2.95,3526.01,Work from Home,0.18,0.96,7
E010,Employee_10,Sales,Staff,2025-09-15,Present,10:28:00,18:29:00,0,1.07,1242.62,Office,0.0,0.1,0
E028,Employee_28,Sales,Intern,2025-07-09,Present,10:26:00,18:13:00,0,1.03,2049.18,Office,0.44,0.55,5
E007,Employee_7,Sales,Manager,2025-05-07,Absent,,,0,0.0,4610.83,Work from Home,0.47,0.24,9
E004,Employee_4,Sales,Team Lead,2025-08-31,Present,10:56:00,18:55:00,0,0.92,3607.71,Work from Home,0.67,0.81,4
E044,Employee_44,Finance,Staff,2025-04-18,Present,10:56:00,17:28:00,0,1.23,1490.98,Office,0.68,0.83,5
E026,Employee_26,IT,Intern,2025-09-22,Present,09:58:00,18:53:00,0,0.83,3972.78,Work from Home,0.98,0.72,9
E004,Employee_4,IT,Team Lead,2025-12-10,Absent,,,0,0.0,3891.49,Work from Home,0.59,0.97,0
E036,Employee_36,HR,Staff,2025-12-17,Present,09:13:00,17:01:00,0,0.01,2943.25,Office,0.17,0.77,3
E005,Employee_5,HR,Staff,2025-06-05,Present,10:51:00,17:43:00,1,0.02,1191.81,Work from Home,0.23,0.21,9
E004,Employee_4,Sales,Manager,2025-07-28,Present,09:27:00,17:51:00,0,1.93,4967.68,Office,0.68,0.56,4
E038,Employee_38,Finance,Manager,2025-06-27,Present,09:39:00,18:01:00,0,0.6,2808.0,Office,0.68,0.72,9
E041,Employee_41,Sales,Staff,2025-11-17,Absent,,,0,0.0,3648.64,Office,0.8,0.25,8
E019,Employee_19,HR,Team Lead,2025-12-20,Present,09:58:00,18:37:00,0,2.63,1081.31,Office,0.7,0.03,7
E010,Employee_10,Operations,Intern,2025-12-12,Present,09:59:00,17:23:00,1,1.82,1262.98,Work from Home,0.65,0.06,7
E039,Employee_39,Finance,Staff,2025-11-27,Present,10:36:00,18:04:00,0,0.47,1738.2,Work from Home,0.07,0.89,6
E021,Employee_21,Finance,Intern,2025-04-02,Absent,,,0,0.0,1737.16,Work from Home,0.56,0.38,4
E016,Employee_16,Sales,Staff,2025-09-12,Present,10:36:00,18:17:00,0,0.47,4576.01,Office,0.48,0.69,3
E037,Employee_37,IT,Intern,2025-06-14,Present,10:48:00,17:20:00,0,2.84,2195.82,Work from Home,0.45,0.52,8
E027,Employee_27,IT,Manager,2025-10-17,Present,10:30:00,17:05:00,0,2.96,4790.98,Work from Home,0.67,0.61,2
E048,Employee_48,Operations,Intern,2025-02-16,Present,09:59:00,18:39:00,0,2.02,1714.66,Office,0.48,0.36,7
E026,Employee_26,Finance,Manager,2025-08-31,Present,10:18:00,18:12:00,0,2.14,1794.31,Work from Home,0.52,0.77,6
E041,Employee_41,Operations,Manager,2025-12-09,Present,10:19:00,18:50:00,0,0.39,3317.07,Work from Home,0.16,0.15,4
E013,Employee_13,HR,Intern,2025-11-19,Present,10:52:00,18:22:00,0,1.39,1532.8,Office,0.64,0.52,5
E039,Employee_39,Operations,Manager,2025-06-22,Present,09:44:00,17:29:00,1,0.83,1032.57,Office,0.13,0.83,2
E042,Employee_42,Sales,Intern,2025-07-14,Absent,,,0,0.0,1407.22,Office,0.26,0.89,5
